District,YEAR,Metric,Value
Triton,2017,In-District FTE Pupils,2531.5
Triton,2018,In-District FTE Pupils,2506.7
Triton,2019,In-District FTE Pupils,2368.8
Triton,2020,In-District FTE Pupils,2350.3
Triton,2021,In-District FTE Pupils,2144.2
Triton,2022,In-District FTE Pupils,2185.1
Triton,2023,In-District FTE Pupils,2191.2
Triton,2024,In-District FTE Pupils,2113.3
Triton,2009,Out-of-District FTE Pupils,362.6
Triton,2010,Out-of-District FTE Pupils,333.9
Triton,2011,Out-of-District FTE Pupils,295.8
Triton,2012,Out-of-District FTE Pupils,284.1
Triton,2013,Out-of-District FTE Pupils,249.1
Triton,2014,Out-of-District FTE Pupils,208.7
Triton,2015,Out-of-District FTE Pupils,189.9
Triton,2016,Out-of-District FTE Pupils,174.4
Triton,2017,Out-of-District FTE Pupils,168.7
Triton,2018,Out-of-District FTE Pupils,155.4
Triton,2019,Out-of-District FTE Pupils,177.5
Triton,2020,Out-of-District FTE Pupils,207.8
Triton,2021,Out-of-District FTE Pupils,185.6
Triton,2022,Out-of-District FTE Pupils,188.5
Triton,2023,Out-of-District FTE Pupils,192.0
Triton,2024,Out-of-District FTE Pupils,199.0
Truro,2009,In-District FTE Pupils,141.8
Truro,2010,In-District FTE Pupils,147.5
Truro,2011,In-District FTE Pupils,146.9
Truro,2012,In-District FTE Pupils,151.6
Truro,2013,In-District FTE Pupils,139.4
Truro,2014,In-District FTE Pupils,137.5
Truro,2015,In-District FTE Pupils,124.9
Truro,2016,In-District FTE Pupils,117.9
Truro,2017,In-District FTE Pupils,114.6
Truro,2018,In-District FTE Pupils,104.5
Truro,2019,In-District FTE Pupils,108.1
Truro,2020,In-District FTE Pupils,114.0
Truro,2021,In-District FTE Pupils,112.3
Truro,2022,In-District FTE Pupils,113.6
Truro,2023,In-District FTE Pupils,98.9
Truro,2024,In-District FTE Pupils,91.3
Truro,2009,Out-of-District FTE Pupils,103.3
Truro,2010,Out-of-District FTE Pupils,101.3
Truro,2011,Out-of-District FTE Pupils,93.1
Truro,2012,Out-of-District FTE Pupils,93.8
Truro,2013,Out-of-District FTE Pupils,82.9
Truro,2014,Out-of-District FTE Pupils,94.9
Truro,2015,Out-of-District FTE Pupils,106.0
Truro,2016,Out-of-District FTE Pupils,115.1
Truro,2017,Out-of-District FTE Pupils,114.5
Truro,2018,Out-of-District FTE Pupils,117.8
Truro,2019,Out-of-District FTE Pupils,121.2
Truro,2020,Out-of-District FTE Pupils,127.5
Truro,2021,Out-of-District FTE Pupils,117.9
Truro,2022,Out-of-District FTE Pupils,106.7
Truro,2023,Out-of-District FTE Pupils,101.0
Truro,2024,Out-of-District FTE Pupils,103.8
Tyngsborough,2009,In-District FTE Pupils,2061.5
Tyngsborough,2010,In-District FTE Pupils,2025.2
Tyngsborough,2011,In-District FTE Pupils,1925.2
Tyngsborough,2012,In-District FTE Pupils,1871.1
Tyngsborough,2013,In-District FTE Pupils,1839.9
Tyngsborough,2014,In-District FTE Pupils,1790.1
Tyngsborough,2015,In-District FTE Pupils,1725.0
Tyngsborough,2016,In-District FTE Pupils,1678.8
Tyngsborough,2017,In-District FTE Pupils,1693.0
Tyngsborough,2018,In-District FTE Pupils,1690.1
Tyngsborough,2019,In-District FTE Pupils,1624.7
Tyngsborough,2020,In-District FTE Pupils,1640.7
Tyngsborough,2021,In-District FTE Pupils,1554.3
Tyngsborough,2022,In-District FTE Pupils,1628.0
Tyngsborough,2023,In-District FTE Pupils,1569.4
Tyngsborough,2024,In-District FTE Pupils,1540.9
Tyngsborough,2009,Out-of-District FTE Pupils,49.0
Tyngsborough,2010,Out-of-District FTE Pupils,81.4
Tyngsborough,2011,Out-of-District FTE Pupils,99.9
Tyngsborough,2012,Out-of-District FTE Pupils,126.4
Tyngsborough,2013,Out-of-District FTE Pupils,135.7
Tyngsborough,2014,Out-of-District FTE Pupils,144.3
Tyngsborough,2015,Out-of-District FTE Pupils,144.6
Tyngsborough,2016,Out-of-District FTE Pupils,144.0
Tyngsborough,2017,Out-of-District FTE Pupils,145.4
Tyngsborough,2018,Out-of-District FTE Pupils,134.6
Tyngsborough,2019,Out-of-District FTE Pupils,141.2
Tyngsborough,2020,Out-of-District FTE Pupils,129.1
Tyngsborough,2021,Out-of-District FTE Pupils,141.0
Tyngsborough,2022,Out-of-District FTE Pupils,146.8
Tyngsborough,2023,Out-of-District FTE Pupils,150.3
Tyngsborough,2024,Out-of-District FTE Pupils,148.5
UP Academy Charter School of Boston (District),2019,In-District FTE Pupils,1008.4
UP Academy Charter School of Boston (District),2020,In-District FTE Pupils,816.2
UP Academy Charter School of Boston (District),2021,In-District FTE Pupils,351.4
UP Academy Charter School of Boston (District),2022,In-District FTE Pupils,303.2
UP Academy Charter School of Boston (District),2023,In-District FTE Pupils,415.0
UP Academy Charter School of Boston (District),2024,In-District FTE Pupils,318.5
UP Academy Charter School of Boston (District),2019,Out-of-District FTE Pupils,0.0
UP Academy Charter School of Boston (District),2020,Out-of-District FTE Pupils,0.0
UP Academy Charter School of Boston (District),2021,Out-of-District FTE Pupils,0.0
UP Academy Charter School of Boston (District),2022,Out-of-District FTE Pupils,0.0
UP Academy Charter School of Boston (District),2023,Out-of-District FTE Pupils,0.0
UP Academy Charter School of Boston (District),2024,Out-of-District FTE Pupils,0.0
UP Academy Charter School of Dorchester (District),2019,In-District FTE Pupils,1445.5
UP Academy Charter School of Dorchester (District),2020,In-District FTE Pupils,1395.6
UP Academy Charter School of Dorchester (District),2021,In-District FTE Pupils,687.0
UP Academy Charter School of Dorchester (District),2022,In-District FTE Pupils,630.2
UP Academy Charter School of Dorchester (District),2023,In-District FTE Pupils,1216.1
UP Academy Charter School of Dorchester (District),2024,In-District FTE Pupils,1160.1
UP Academy Charter School of Dorchester (District),2019,Out-of-District FTE Pupils,0.0
UP Academy Charter School of Dorchester (District),2020,Out-of-District FTE Pupils,0.0
UP Academy Charter School of Dorchester (District),2021,Out-of-District FTE Pupils,0.0
UP Academy Charter School of Dorchester (District),2022,Out-of-District FTE Pupils,0.0
UP Academy Charter School of Dorchester (District),2023,Out-of-District FTE Pupils,0.0
UP Academy Charter School of Dorchester (District),2024,Out-of-District FTE Pupils,0.0
Up-Island Regional,2009,In-District FTE Pupils,338.6
Up-Island Regional,2010,In-District FTE Pupils,322.8
Up-Island Regional,2011,In-District FTE Pupils,315.9
Up-Island Regional,2012,In-District FTE Pupils,324.7
Up-Island Regional,2013,In-District FTE Pupils,326.2
Up-Island Regional,2014,In-District FTE Pupils,347.2
Up-Island Regional,2015,In-District FTE Pupils,352.2
Up-Island Regional,2016,In-District FTE Pupils,380.4
Up-Island Regional,2017,In-District FTE Pupils,386.1
Up-Island Regional,2018,In-District FTE Pupils,400.8
Up-Island Regional,2019,In-District FTE Pupils,411.6
Up-Island Regional,2020,In-District FTE Pupils,410.7
Up-Island Regional,2021,In-District FTE Pupils,409.6
Up-Island Regional,2022,In-District FTE Pupils,407.6
Up-Island Regional,2023,In-District FTE Pupils,414.5
Up-Island Regional,2024,In-District FTE Pupils,401.5
Up-Island Regional,2009,Out-of-District FTE Pupils,61.7
Up-Island Regional,2010,Out-of-District FTE Pupils,80.3
Up-Island Regional,2011,Out-of-District FTE Pupils,79.0
Up-Island Regional,2012,Out-of-District FTE Pupils,68.9
Up-Island Regional,2013,Out-of-District FTE Pupils,63.7
Up-Island Regional,2014,Out-of-District FTE Pupils,61.3
Up-Island Regional,2015,Out-of-District FTE Pupils,57.9
Up-Island Regional,2016,Out-of-District FTE Pupils,55.3
Up-Island Regional,2017,Out-of-District FTE Pupils,61.2
Up-Island Regional,2018,Out-of-District FTE Pupils,58.6
Up-Island Regional,2019,Out-of-District FTE Pupils,68.2
Up-Island Regional,2020,Out-of-District FTE Pupils,57.2
Up-Island Regional,2021,Out-of-District FTE Pupils,56.0
Up-Island Regional,2022,Out-of-District FTE Pupils,51.0
Up-Island Regional,2023,Out-of-District FTE Pupils,60.2
Up-Island Regional,2024,Out-of-District FTE Pupils,53.6
Upper Cape Cod Regional Vocational Technical,2009,In-District FTE Pupils,659.3
Upper Cape Cod Regional Vocational Technical,2010,In-District FTE Pupils,679.7
Upper Cape Cod Regional Vocational Technical,2011,In-District FTE Pupils,678.5
Upper Cape Cod Regional Vocational Technical,2012,In-District FTE Pupils,656.5
Upper Cape Cod Regional Vocational Technical,2013,In-District FTE Pupils,683.1
Upper Cape Cod Regional Vocational Technical,2014,In-District FTE Pupils,689.8
Upper Cape Cod Regional Vocational Technical,2015,In-District FTE Pupils,706.5
Upper Cape Cod Regional Vocational Technical,2016,In-District FTE Pupils,784.1
Upper Cape Cod Regional Vocational Technical,2017,In-District FTE Pupils,783.1
Upper Cape Cod Regional Vocational Technical,2018,In-District FTE Pupils,791.5
Upper Cape Cod Regional Vocational Technical,2019,In-District FTE Pupils,728.8
Upper Cape Cod Regional Vocational Technical,2020,In-District FTE Pupils,729.6
Upper Cape Cod Regional Vocational Technical,2021,In-District FTE Pupils,745.9
Upper Cape Cod Regional Vocational Technical,2022,In-District FTE Pupils,752.5
Upper Cape Cod Regional Vocational Technical,2023,In-District FTE Pupils,708.9
Upper Cape Cod Regional Vocational Technical,2024,In-District FTE Pupils,814.6
Upper Cape Cod Regional Vocational Technical,2009,Out-of-District FTE Pupils,0.0
Upper Cape Cod Regional Vocational Technical,2010,Out-of-District FTE Pupils,0.0
Upper Cape Cod Regional Vocational Technical,2011,Out-of-District FTE Pupils,0.0
Upper Cape Cod Regional Vocational Technical,2012,Out-of-District FTE Pupils,0.0
Upper Cape Cod Regional Vocational Technical,2013,Out-of-District FTE Pupils,0.0
Upper Cape Cod Regional Vocational Technical,2014,Out-of-District FTE Pupils,0.5
Upper Cape Cod Regional Vocational Technical,2015,Out-of-District FTE Pupils,4.0
Upper Cape Cod Regional Vocational Technical,2016,Out-of-District FTE Pupils,1.3
Upper Cape Cod Regional Vocational Technical,2017,Out-of-District FTE Pupils,3.5
Upper Cape Cod Regional Vocational Technical,2018,Out-of-District FTE Pupils,7.0
Upper Cape Cod Regional Vocational Technical,2019,Out-of-District FTE Pupils,1.3
Upper Cape Cod Regional Vocational Technical,2020,Out-of-District FTE Pupils,7.8
Upper Cape Cod Regional Vocational Technical,2021,Out-of-District FTE Pupils,6.5
Upper Cape Cod Regional Vocational Technical,2022,Out-of-District FTE Pupils,6.4
Upper Cape Cod Regional Vocational Technical,2023,Out-of-District FTE Pupils,3.7
Upper Cape Cod Regional Vocational Technical,2024,Out-of-District FTE Pupils,9.1
Uxbridge,2009,In-District FTE Pupils,2037.1
Uxbridge,2010,In-District FTE Pupils,1997.6
Uxbridge,2011,In-District FTE Pupils,1945.7
Uxbridge,2012,In-District FTE Pupils,1904.2
Uxbridge,2013,In-District FTE Pupils,1839.0
Uxbridge,2014,In-District FTE Pupils,1878.9
Uxbridge,2015,In-District FTE Pupils,1818.9
Uxbridge,2016,In-District FTE Pupils,1823.2
Uxbridge,2017,In-District FTE Pupils,1835.2
Uxbridge,2018,In-District FTE Pupils,1720.9
Uxbridge,2019,In-District FTE Pupils,1679.7
Uxbridge,2020,In-District FTE Pupils,1720.5
Uxbridge,2021,In-District FTE Pupils,1608.2
Uxbridge,2022,In-District FTE Pupils,1637.3
Uxbridge,2023,In-District FTE Pupils,1637.0
Uxbridge,2024,In-District FTE Pupils,1637.1
Uxbridge,2009,Out-of-District FTE Pupils,239.6
Uxbridge,2010,Out-of-District FTE Pupils,249.3
Uxbridge,2011,Out-of-District FTE Pupils,226.8
Uxbridge,2012,Out-of-District FTE Pupils,211.7
Uxbridge,2013,Out-of-District FTE Pupils,206.0
Uxbridge,2014,Out-of-District FTE Pupils,216.0
Uxbridge,2015,Out-of-District FTE Pupils,237.3
Uxbridge,2016,Out-of-District FTE Pupils,229.3
Uxbridge,2017,Out-of-District FTE Pupils,241.3
Uxbridge,2018,Out-of-District FTE Pupils,239.1
Uxbridge,2019,Out-of-District FTE Pupils,238.2
Uxbridge,2020,Out-of-District FTE Pupils,224.2
Uxbridge,2021,Out-of-District FTE Pupils,199.8
Uxbridge,2022,Out-of-District FTE Pupils,175.1
Uxbridge,2023,Out-of-District FTE Pupils,165.9
Uxbridge,2024,Out-of-District FTE Pupils,171.6
Veritas Preparatory Charter School (District),2019,In-District FTE Pupils,348.1
Veritas Preparatory Charter School (District),2020,In-District FTE Pupils,370.2
Veritas Preparatory Charter School (District),2021,In-District FTE Pupils,410.9
Veritas Preparatory Charter School (District),2022,In-District FTE Pupils,367.8
Veritas Preparatory Charter School (District),2023,In-District FTE Pupils,488.9
Veritas Preparatory Charter School (District),2024,In-District FTE Pupils,598.8
Veritas Preparatory Charter School (District),2019,Out-of-District FTE Pupils,0.0
Veritas Preparatory Charter School (District),2020,Out-of-District FTE Pupils,0.0
Veritas Preparatory Charter School (District),2021,Out-of-District FTE Pupils,0.0
Veritas Preparatory Charter School (District),2022,Out-of-District FTE Pupils,0.0
Veritas Preparatory Charter School (District),2023,Out-of-District FTE Pupils,0.0
Veritas Preparatory Charter School (District),2024,Out-of-District FTE Pupils,0.0
Wachusett,2009,In-District FTE Pupils,7339.7
Wachusett,2010,In-District FTE Pupils,7433.9
Wachusett,2011,In-District FTE Pupils,7481.4
Wachusett,2012,In-District FTE Pupils,7473.0
Wachusett,2013,In-District FTE Pupils,7431.4
Wachusett,2014,In-District FTE Pupils,7384.3
Wachusett,2015,In-District FTE Pupils,7329.2
Wachusett,2016,In-District FTE Pupils,7308.0
Wachusett,2017,In-District FTE Pupils,7328.0
Wachusett,2018,In-District FTE Pupils,7207.1
Wachusett,2019,In-District FTE Pupils,7108.6
Wachusett,2020,In-District FTE Pupils,7050.1
Wachusett,2021,In-District FTE Pupils,6575.7
Wachusett,2022,In-District FTE Pupils,6756.3
Wachusett,2023,In-District FTE Pupils,6723.0
Wachusett,2024,In-District FTE Pupils,6661.0
Wachusett,2009,Out-of-District FTE Pupils,267.1
Wachusett,2010,Out-of-District FTE Pupils,258.2
Wachusett,2011,Out-of-District FTE Pupils,252.7
Wachusett,2012,Out-of-District FTE Pupils,248.1
Wachusett,2013,Out-of-District FTE Pupils,251.0
Wachusett,2014,Out-of-District FTE Pupils,217.0
Wachusett,2015,Out-of-District FTE Pupils,216.0
Wachusett,2016,Out-of-District FTE Pupils,234.2
Wachusett,2017,Out-of-District FTE Pupils,224.3
Wachusett,2018,Out-of-District FTE Pupils,233.5
Wachusett,2019,Out-of-District FTE Pupils,233.3
Wachusett,2020,Out-of-District FTE Pupils,218.1
Wachusett,2021,Out-of-District FTE Pupils,282.1
Wachusett,2022,Out-of-District FTE Pupils,248.5
Wachusett,2023,Out-of-District FTE Pupils,270.7
Wachusett,2024,Out-of-District FTE Pupils,276.7
Wakefield,2009,In-District FTE Pupils,3385.1
Wakefield,2010,In-District FTE Pupils,3350.6
Wakefield,2011,In-District FTE Pupils,3349.6
Wakefield,2012,In-District FTE Pupils,3333.0
Wakefield,2013,In-District FTE Pupils,3351.2
Wakefield,2014,In-District FTE Pupils,3328.6
Wakefield,2015,In-District FTE Pupils,3416.9
Wakefield,2016,In-District FTE Pupils,3477.3
Wakefield,2017,In-District FTE Pupils,3516.1
Wakefield,2018,In-District FTE Pupils,3489.6
Wakefield,2019,In-District FTE Pupils,3499.8
Wakefield,2020,In-District FTE Pupils,3496.3
Wakefield,2021,In-District FTE Pupils,3314.1
Wakefield,2022,In-District FTE Pupils,3337.1
Wakefield,2023,In-District FTE Pupils,3296.9
Wakefield,2024,In-District FTE Pupils,3353.6
Wakefield,2009,Out-of-District FTE Pupils,107.0
Wakefield,2010,Out-of-District FTE Pupils,115.0
Wakefield,2011,Out-of-District FTE Pupils,115.9
Wakefield,2012,Out-of-District FTE Pupils,122.5
Wakefield,2013,Out-of-District FTE Pupils,118.5
Wakefield,2014,Out-of-District FTE Pupils,123.0
Wakefield,2015,Out-of-District FTE Pupils,120.4
Wakefield,2016,Out-of-District FTE Pupils,123.9
Wakefield,2017,Out-of-District FTE Pupils,117.6
Wakefield,2018,Out-of-District FTE Pupils,115.5
Wakefield,2019,Out-of-District FTE Pupils,129.6
Wakefield,2020,Out-of-District FTE Pupils,124.6
Wakefield,2021,Out-of-District FTE Pupils,121.0
Wakefield,2022,Out-of-District FTE Pupils,129.5
Wakefield,2023,Out-of-District FTE Pupils,131.2
Wakefield,2024,Out-of-District FTE Pupils,137.6
Wales,2009,In-District FTE Pupils,163.3
Wales,2010,In-District FTE Pupils,168.7
Wales,2011,In-District FTE Pupils,171.1
Wales,2012,In-District FTE Pupils,161.2
Wales,2013,In-District FTE Pupils,150.1
Wales,2014,In-District FTE Pupils,159.5
Wales,2015,In-District FTE Pupils,164.7
Wales,2016,In-District FTE Pupils,166.9
Wales,2017,In-District FTE Pupils,165.7
Wales,2018,In-District FTE Pupils,160.4
Wales,2019,In-District FTE Pupils,148.1
Wales,2020,In-District FTE Pupils,142.0
Wales,2021,In-District FTE Pupils,127.4
Wales,2022,In-District FTE Pupils,114.9
Wales,2023,In-District FTE Pupils,97.1
Wales,2024,In-District FTE Pupils,92.9
Wales,2009,Out-of-District FTE Pupils,5.3
Wales,2010,Out-of-District FTE Pupils,4.8
Wales,2011,Out-of-District FTE Pupils,5.0
Wales,2012,Out-of-District FTE Pupils,9.6
Wales,2013,Out-of-District FTE Pupils,7.5
Wales,2014,Out-of-District FTE Pupils,9.0
Wales,2015,Out-of-District FTE Pupils,17.0
Wales,2016,Out-of-District FTE Pupils,16.0
Wales,2017,Out-of-District FTE Pupils,13.7
Wales,2018,Out-of-District FTE Pupils,17.3
Wales,2019,Out-of-District FTE Pupils,15.6
Wales,2020,Out-of-District FTE Pupils,19.9
Wales,2021,Out-of-District FTE Pupils,16.4
Wales,2022,Out-of-District FTE Pupils,27.5
Wales,2023,Out-of-District FTE Pupils,32.6
Wales,2024,Out-of-District FTE Pupils,29.2
Walpole,2009,In-District FTE Pupils,3930.3
Walpole,2010,In-District FTE Pupils,3959.1
Walpole,2011,In-District FTE Pupils,3964.5
Walpole,2012,In-District FTE Pupils,3995.6
Walpole,2013,In-District FTE Pupils,4017.7
Walpole,2014,In-District FTE Pupils,3986.0
Walpole,2015,In-District FTE Pupils,3911.2
Walpole,2016,In-District FTE Pupils,3902.3
Walpole,2017,In-District FTE Pupils,3860.4
Walpole,2018,In-District FTE Pupils,3812.1
Walpole,2019,In-District FTE Pupils,3768.6
Walpole,2020,In-District FTE Pupils,3719.6
Walpole,2021,In-District FTE Pupils,3673.8
Walpole,2022,In-District FTE Pupils,3670.2
Walpole,2023,In-District FTE Pupils,3663.0
Walpole,2024,In-District FTE Pupils,3646.5
Walpole,2009,Out-of-District FTE Pupils,71.6
Walpole,2010,Out-of-District FTE Pupils,74.1
Walpole,2011,Out-of-District FTE Pupils,60.4
Walpole,2012,Out-of-District FTE Pupils,63.5
Walpole,2013,Out-of-District FTE Pupils,62.5
Walpole,2014,Out-of-District FTE Pupils,63.2
Walpole,2015,Out-of-District FTE Pupils,75.5
Walpole,2016,Out-of-District FTE Pupils,89.1
Walpole,2017,Out-of-District FTE Pupils,108.3
Walpole,2018,Out-of-District FTE Pupils,118.9
Walpole,2019,Out-of-District FTE Pupils,117.4
Walpole,2020,Out-of-District FTE Pupils,115.4
Walpole,2021,Out-of-District FTE Pupils,117.6
Walpole,2022,Out-of-District FTE Pupils,106.2
Walpole,2023,Out-of-District FTE Pupils,96.2
Walpole,2024,Out-of-District FTE Pupils,93.1
Waltham,2009,In-District FTE Pupils,4725.9
Waltham,2010,In-District FTE Pupils,4768.6
Waltham,2011,In-District FTE Pupils,4715.6
Waltham,2012,In-District FTE Pupils,4925.5
Waltham,2013,In-District FTE Pupils,5035.9
Waltham,2014,In-District FTE Pupils,5147.3
Waltham,2015,In-District FTE Pupils,5265.7
Waltham,2016,In-District FTE Pupils,5368.3
Waltham,2017,In-District FTE Pupils,5470.8
Waltham,2018,In-District FTE Pupils,5565.9
Waltham,2019,In-District FTE Pupils,5582.8
Waltham,2020,In-District FTE Pupils,5774.6
Waltham,2021,In-District FTE Pupils,5440.4
Waltham,2022,In-District FTE Pupils,5628.3
Waltham,2023,In-District FTE Pupils,5703.3
Waltham,2024,In-District FTE Pupils,5730.7
Waltham,2009,Out-of-District FTE Pupils,101.4
Waltham,2010,Out-of-District FTE Pupils,95.6
Waltham,2011,Out-of-District FTE Pupils,94.9
Waltham,2012,Out-of-District FTE Pupils,156.1
Waltham,2013,Out-of-District FTE Pupils,160.9
Waltham,2014,Out-of-District FTE Pupils,179.7
Waltham,2015,Out-of-District FTE Pupils,184.7
Waltham,2016,Out-of-District FTE Pupils,204.6
Waltham,2017,Out-of-District FTE Pupils,199.8
Waltham,2018,Out-of-District FTE Pupils,184.9
Waltham,2019,Out-of-District FTE Pupils,198.7
Waltham,2020,Out-of-District FTE Pupils,188.9
Waltham,2021,Out-of-District FTE Pupils,177.3
Waltham,2022,Out-of-District FTE Pupils,202.7
Waltham,2023,Out-of-District FTE Pupils,196.7
Waltham,2024,Out-of-District FTE Pupils,191.4
Ware,2009,In-District FTE Pupils,1216.6
Ware,2010,In-District FTE Pupils,1269.1
Ware,2011,In-District FTE Pupils,1232.9
Ware,2012,In-District FTE Pupils,1220.2
Ware,2013,In-District FTE Pupils,1253.1
Ware,2014,In-District FTE Pupils,1274.1
Ware,2015,In-District FTE Pupils,1213.1
Ware,2016,In-District FTE Pupils,1248.0
Ware,2017,In-District FTE Pupils,1202.1
Ware,2018,In-District FTE Pupils,1191.2
Ware,2019,In-District FTE Pupils,1166.5
Ware,2020,In-District FTE Pupils,1140.9
Ware,2021,In-District FTE Pupils,1119.5
Ware,2022,In-District FTE Pupils,1123.4
Ware,2023,In-District FTE Pupils,1109.3
Ware,2024,In-District FTE Pupils,1095.8
Ware,2009,Out-of-District FTE Pupils,186.5
Ware,2010,Out-of-District FTE Pupils,181.1
Ware,2011,Out-of-District FTE Pupils,188.8
Ware,2012,Out-of-District FTE Pupils,173.4
Ware,2013,Out-of-District FTE Pupils,155.3
Ware,2014,Out-of-District FTE Pupils,171.4
Ware,2015,Out-of-District FTE Pupils,189.8
Ware,2016,Out-of-District FTE Pupils,204.3
Ware,2017,Out-of-District FTE Pupils,191.3
Ware,2018,Out-of-District FTE Pupils,198.4
Ware,2019,Out-of-District FTE Pupils,212.5
Ware,2020,Out-of-District FTE Pupils,219.0
Ware,2021,Out-of-District FTE Pupils,199.6
Ware,2022,Out-of-District FTE Pupils,201.8
Ware,2023,Out-of-District FTE Pupils,218.7
Ware,2024,Out-of-District FTE Pupils,213.9
Wareham,2009,In-District FTE Pupils,3210.0
Wareham,2010,In-District FTE Pupils,3158.4
Wareham,2011,In-District FTE Pupils,3071.8
Wareham,2012,In-District FTE Pupils,2951.0
Wareham,2013,In-District FTE Pupils,2794.7
Wareham,2014,In-District FTE Pupils,2713.9
Wareham,2015,In-District FTE Pupils,2625.3
Wareham,2016,In-District FTE Pupils,2500.2
Wareham,2017,In-District FTE Pupils,2452.0
Wareham,2018,In-District FTE Pupils,2311.5
Wareham,2019,In-District FTE Pupils,2119.9
Wareham,2020,In-District FTE Pupils,2102.7
Wareham,2021,In-District FTE Pupils,1976.0
Wareham,2022,In-District FTE Pupils,2030.1
Wareham,2023,In-District FTE Pupils,1992.2
Wareham,2009,Out-of-District FTE Pupils,71.0
Wareham,2010,Out-of-District FTE Pupils,76.8
Wareham,2011,Out-of-District FTE Pupils,96.2
Wareham,2012,Out-of-District FTE Pupils,102.4
Wareham,2013,Out-of-District FTE Pupils,135.7
Wareham,2014,Out-of-District FTE Pupils,200.7
Wareham,2015,Out-of-District FTE Pupils,265.0
Wareham,2016,Out-of-District FTE Pupils,296.8
Wareham,2017,Out-of-District FTE Pupils,316.6
Wareham,2018,Out-of-District FTE Pupils,350.5
Wareham,2019,Out-of-District FTE Pupils,408.2
Wareham,2020,Out-of-District FTE Pupils,375.1
Wareham,2021,Out-of-District FTE Pupils,367.6
Wareham,2022,Out-of-District FTE Pupils,391.9
Wareham,2023,Out-of-District FTE Pupils,379.0
Watertown,2009,In-District FTE Pupils,2546.0
Watertown,2010,In-District FTE Pupils,2611.9
Watertown,2011,In-District FTE Pupils,2667.5
Watertown,2012,In-District FTE Pupils,2622.5
Watertown,2013,In-District FTE Pupils,2640.1
Watertown,2014,In-District FTE Pupils,2654.3
Watertown,2015,In-District FTE Pupils,2555.2
Watertown,2016,In-District FTE Pupils,2612.8
Watertown,2017,In-District FTE Pupils,2597.3
Watertown,2018,In-District FTE Pupils,2597.4
Watertown,2019,In-District FTE Pupils,2644.8
Watertown,2020,In-District FTE Pupils,2675.6
Watertown,2021,In-District FTE Pupils,2479.6
Watertown,2022,In-District FTE Pupils,2603.9
Watertown,2023,In-District FTE Pupils,2683.0
Watertown,2024,In-District FTE Pupils,2735.4
Watertown,2009,Out-of-District FTE Pupils,141.3
Watertown,2010,Out-of-District FTE Pupils,141.5
Watertown,2011,Out-of-District FTE Pupils,127.7
Watertown,2012,Out-of-District FTE Pupils,140.2
Watertown,2013,Out-of-District FTE Pupils,151.9
Watertown,2014,Out-of-District FTE Pupils,161.6
Watertown,2015,Out-of-District FTE Pupils,150.8
Watertown,2016,Out-of-District FTE Pupils,153.9
Watertown,2017,Out-of-District FTE Pupils,145.5
Watertown,2018,Out-of-District FTE Pupils,150.4
Watertown,2019,Out-of-District FTE Pupils,147.7
Watertown,2020,Out-of-District FTE Pupils,156.6
Watertown,2021,Out-of-District FTE Pupils,149.6
Watertown,2022,Out-of-District FTE Pupils,143.0
Watertown,2023,Out-of-District FTE Pupils,130.6
Watertown,2024,Out-of-District FTE Pupils,119.6
Wayland,2009,In-District FTE Pupils,2777.9
Wayland,2010,In-District FTE Pupils,2734.9
Wayland,2011,In-District FTE Pupils,2696.5
Wayland,2012,In-District FTE Pupils,2684.0
Wayland,2013,In-District FTE Pupils,2712.1
Wayland,2014,In-District FTE Pupils,2687.9
Wayland,2015,In-District FTE Pupils,2662.7
Wayland,2016,In-District FTE Pupils,2665.2
Wayland,2017,In-District FTE Pupils,2664.0
Wayland,2018,In-District FTE Pupils,2718.6
Wayland,2019,In-District FTE Pupils,2707.1
Wayland,2020,In-District FTE Pupils,2729.8
Wayland,2021,In-District FTE Pupils,2699.1
Wayland,2022,In-District FTE Pupils,2740.1
Wayland,2023,In-District FTE Pupils,2757.6
Wayland,2024,In-District FTE Pupils,2760.0
Wayland,2009,Out-of-District FTE Pupils,39.5
Wayland,2010,Out-of-District FTE Pupils,42.6
Wayland,2011,Out-of-District FTE Pupils,49.4
Wayland,2012,Out-of-District FTE Pupils,51.2
Wayland,2013,Out-of-District FTE Pupils,44.4
Wayland,2014,Out-of-District FTE Pupils,41.2
Wayland,2015,Out-of-District FTE Pupils,51.0
Wayland,2016,Out-of-District FTE Pupils,57.0
Wayland,2017,Out-of-District FTE Pupils,49.7
Wayland,2018,Out-of-District FTE Pupils,56.1
Wayland,2019,Out-of-District FTE Pupils,54.3
Wayland,2020,Out-of-District FTE Pupils,58.9
Wayland,2021,Out-of-District FTE Pupils,62.6
Wayland,2022,Out-of-District FTE Pupils,37.1
Wayland,2023,Out-of-District FTE Pupils,43.8
Wayland,2024,Out-of-District FTE Pupils,49.5
Webster,2009,In-District FTE Pupils,1915.8
Webster,2010,In-District FTE Pupils,1939.2
Webster,2011,In-District FTE Pupils,1872.6
Webster,2012,In-District FTE Pupils,1826.5
Webster,2013,In-District FTE Pupils,1814.9
Webster,2014,In-District FTE Pupils,1826.7
Webster,2015,In-District FTE Pupils,1857.8
Webster,2016,In-District FTE Pupils,1880.8
Webster,2017,In-District FTE Pupils,1855.7
Webster,2018,In-District FTE Pupils,1865.5
Webster,2019,In-District FTE Pupils,1843.5
