District,YEAR,Category,PPE
Rising Tide Charter Public (District),2024,Instructional Leadership,1192.0
Rising Tide Charter Public (District),2019,Administration,1115.0
Rising Tide Charter Public (District),2020,Administration,1093.0
Rising Tide Charter Public (District),2021,Administration,1044.0
Rising Tide Charter Public (District),2022,Administration,1336.0
Rising Tide Charter Public (District),2023,Administration,1549.0
Rising Tide Charter Public (District),2024,Administration,1447.0
Rising Tide Charter Public (District),2019,"Guidance, Counseling and Testing",498.0
Rising Tide Charter Public (District),2020,"Guidance, Counseling and Testing",501.0
Rising Tide Charter Public (District),2021,"Guidance, Counseling and Testing",536.0
Rising Tide Charter Public (District),2022,"Guidance, Counseling and Testing",564.0
Rising Tide Charter Public (District),2023,"Guidance, Counseling and Testing",775.0
Rising Tide Charter Public (District),2024,"Guidance, Counseling and Testing",572.0
Rising Tide Charter Public (District),2019,Other,397.0
Rising Tide Charter Public (District),2020,Other,348.0
Rising Tide Charter Public (District),2021,Other,387.0
Rising Tide Charter Public (District),2022,Other,442.0
Rising Tide Charter Public (District),2023,Other,544.0
Rising Tide Charter Public (District),2024,Other,484.0
River Valley Charter (District),2019,Teachers,5237.0
River Valley Charter (District),2020,Teachers,5174.0
River Valley Charter (District),2021,Teachers,6244.0
River Valley Charter (District),2022,Teachers,6565.0
River Valley Charter (District),2023,Teachers,7985.0
River Valley Charter (District),2024,Teachers,8180.0
River Valley Charter (District),2019,"Insurance, Retirement and Other",3567.0
River Valley Charter (District),2020,"Insurance, Retirement and Other",4073.0
River Valley Charter (District),2021,"Insurance, Retirement and Other",5074.0
River Valley Charter (District),2022,"Insurance, Retirement and Other",1864.0
River Valley Charter (District),2023,"Insurance, Retirement and Other",2099.0
River Valley Charter (District),2024,"Insurance, Retirement and Other",2064.0
River Valley Charter (District),2019,Pupil Services,809.0
River Valley Charter (District),2020,Pupil Services,638.0
River Valley Charter (District),2021,Pupil Services,612.0
River Valley Charter (District),2022,Pupil Services,560.0
River Valley Charter (District),2023,Pupil Services,449.0
River Valley Charter (District),2024,Pupil Services,751.0
River Valley Charter (District),2019,Other Teaching Services,2163.0
River Valley Charter (District),2020,Other Teaching Services,1746.0
River Valley Charter (District),2021,Other Teaching Services,1971.0
River Valley Charter (District),2022,Other Teaching Services,2082.0
River Valley Charter (District),2023,Other Teaching Services,502.0
River Valley Charter (District),2024,Other Teaching Services,1416.0
River Valley Charter (District),2019,Operations and Maintenance,628.0
River Valley Charter (District),2020,Operations and Maintenance,696.0
River Valley Charter (District),2021,Operations and Maintenance,984.0
River Valley Charter (District),2022,Operations and Maintenance,701.0
River Valley Charter (District),2023,Operations and Maintenance,740.0
River Valley Charter (District),2024,Operations and Maintenance,791.0
River Valley Charter (District),2019,Instructional Leadership,1668.0
River Valley Charter (District),2020,Instructional Leadership,1093.0
River Valley Charter (District),2021,Instructional Leadership,1180.0
River Valley Charter (District),2022,Instructional Leadership,975.0
River Valley Charter (District),2023,Instructional Leadership,1069.0
River Valley Charter (District),2024,Instructional Leadership,1458.0
River Valley Charter (District),2019,Administration,1051.0
River Valley Charter (District),2020,Administration,1416.0
River Valley Charter (District),2021,Administration,1518.0
River Valley Charter (District),2022,Administration,1621.0
River Valley Charter (District),2023,Administration,2365.0
River Valley Charter (District),2024,Administration,2089.0
River Valley Charter (District),2019,"Guidance, Counseling and Testing",310.0
River Valley Charter (District),2020,"Guidance, Counseling and Testing",306.0
River Valley Charter (District),2021,"Guidance, Counseling and Testing",351.0
River Valley Charter (District),2022,"Guidance, Counseling and Testing",358.0
River Valley Charter (District),2023,"Guidance, Counseling and Testing",456.0
River Valley Charter (District),2024,"Guidance, Counseling and Testing",600.0
River Valley Charter (District),2019,Other,983.0
River Valley Charter (District),2020,Other,656.0
River Valley Charter (District),2021,Other,607.0
River Valley Charter (District),2022,Other,700.0
River Valley Charter (District),2023,Other,784.0
River Valley Charter (District),2024,Other,724.0
Rochester,2009,Teachers,4909.0
Rochester,2010,Teachers,4934.0
Rochester,2011,Teachers,5501.0
Rochester,2012,Teachers,5667.0
Rochester,2013,Teachers,5648.0
Rochester,2014,Teachers,6008.0
Rochester,2015,Teachers,6272.0
Rochester,2016,Teachers,6635.0
Rochester,2017,Teachers,7046.0
Rochester,2018,Teachers,6547.0
Rochester,2019,Teachers,6608.0
Rochester,2020,Teachers,6830.0
Rochester,2021,Teachers,7578.0
Rochester,2022,Teachers,6890.0
Rochester,2023,Teachers,7687.0
Rochester,2024,Teachers,7220.0
Rochester,2009,"Insurance, Retirement and Other",1028.0
Rochester,2010,"Insurance, Retirement and Other",1075.0
Rochester,2011,"Insurance, Retirement and Other",1291.0
Rochester,2012,"Insurance, Retirement and Other",1349.0
Rochester,2013,"Insurance, Retirement and Other",1464.0
Rochester,2014,"Insurance, Retirement and Other",1541.0
Rochester,2015,"Insurance, Retirement and Other",1639.0
Rochester,2016,"Insurance, Retirement and Other",1696.0
Rochester,2017,"Insurance, Retirement and Other",1982.0
Rochester,2018,"Insurance, Retirement and Other",1905.0
Rochester,2019,"Insurance, Retirement and Other",2102.0
Rochester,2020,"Insurance, Retirement and Other",2023.0
Rochester,2021,"Insurance, Retirement and Other",2227.0
Rochester,2022,"Insurance, Retirement and Other",2261.0
Rochester,2023,"Insurance, Retirement and Other",2333.0
Rochester,2024,"Insurance, Retirement and Other",2267.0
Rochester,2009,Pupil Services,743.0
Rochester,2010,Pupil Services,748.0
Rochester,2011,Pupil Services,886.0
Rochester,2012,Pupil Services,1105.0
Rochester,2013,Pupil Services,999.0
Rochester,2014,Pupil Services,1051.0
Rochester,2015,Pupil Services,1022.0
Rochester,2016,Pupil Services,1037.0
Rochester,2017,Pupil Services,1216.0
Rochester,2018,Pupil Services,1091.0
Rochester,2019,Pupil Services,1019.0
Rochester,2020,Pupil Services,949.0
Rochester,2021,Pupil Services,1045.0
Rochester,2022,Pupil Services,1180.0
Rochester,2023,Pupil Services,1478.0
Rochester,2024,Pupil Services,1343.0
Rochester,2009,Other Teaching Services,1369.0
Rochester,2010,Other Teaching Services,1315.0
Rochester,2011,Other Teaching Services,1294.0
Rochester,2012,Other Teaching Services,1223.0
Rochester,2013,Other Teaching Services,1148.0
Rochester,2014,Other Teaching Services,1337.0
Rochester,2015,Other Teaching Services,1089.0
Rochester,2016,Other Teaching Services,1111.0
Rochester,2017,Other Teaching Services,1129.0
Rochester,2018,Other Teaching Services,828.0
Rochester,2019,Other Teaching Services,887.0
Rochester,2020,Other Teaching Services,1045.0
Rochester,2021,Other Teaching Services,1128.0
Rochester,2022,Other Teaching Services,1125.0
Rochester,2023,Other Teaching Services,1098.0
Rochester,2024,Other Teaching Services,1614.0
Rochester,2009,Operations and Maintenance,545.0
Rochester,2010,Operations and Maintenance,490.0
Rochester,2011,Operations and Maintenance,511.0
Rochester,2012,Operations and Maintenance,677.0
Rochester,2013,Operations and Maintenance,969.0
Rochester,2014,Operations and Maintenance,880.0
Rochester,2015,Operations and Maintenance,960.0
Rochester,2016,Operations and Maintenance,809.0
Rochester,2017,Operations and Maintenance,916.0
Rochester,2018,Operations and Maintenance,937.0
Rochester,2019,Operations and Maintenance,893.0
Rochester,2020,Operations and Maintenance,853.0
Rochester,2021,Operations and Maintenance,1296.0
Rochester,2022,Operations and Maintenance,1585.0
Rochester,2023,Operations and Maintenance,1152.0
Rochester,2024,Operations and Maintenance,1650.0
Rochester,2009,Instructional Leadership,580.0
Rochester,2010,Instructional Leadership,623.0
Rochester,2011,Instructional Leadership,380.0
Rochester,2012,Instructional Leadership,472.0
Rochester,2013,Instructional Leadership,484.0
Rochester,2014,Instructional Leadership,748.0
Rochester,2015,Instructional Leadership,784.0
Rochester,2016,Instructional Leadership,775.0
Rochester,2017,Instructional Leadership,885.0
Rochester,2018,Instructional Leadership,974.0
Rochester,2019,Instructional Leadership,869.0
Rochester,2020,Instructional Leadership,892.0
Rochester,2021,Instructional Leadership,865.0
Rochester,2022,Instructional Leadership,881.0
Rochester,2023,Instructional Leadership,1013.0
Rochester,2024,Instructional Leadership,1085.0
Rochester,2009,Administration,392.0
Rochester,2010,Administration,380.0
Rochester,2011,Administration,445.0
Rochester,2012,Administration,395.0
Rochester,2013,Administration,530.0
Rochester,2014,Administration,466.0
Rochester,2015,Administration,458.0
Rochester,2016,Administration,451.0
Rochester,2017,Administration,521.0
Rochester,2018,Administration,475.0
Rochester,2019,Administration,467.0
Rochester,2020,Administration,500.0
Rochester,2021,Administration,543.0
Rochester,2022,Administration,514.0
Rochester,2023,Administration,590.0
Rochester,2024,Administration,604.0
Rochester,2009,"Guidance, Counseling and Testing",285.0
Rochester,2010,"Guidance, Counseling and Testing",289.0
Rochester,2011,"Guidance, Counseling and Testing",356.0
Rochester,2012,"Guidance, Counseling and Testing",595.0
Rochester,2013,"Guidance, Counseling and Testing",628.0
Rochester,2014,"Guidance, Counseling and Testing",551.0
Rochester,2015,"Guidance, Counseling and Testing",580.0
Rochester,2016,"Guidance, Counseling and Testing",622.0
Rochester,2017,"Guidance, Counseling and Testing",656.0
Rochester,2018,"Guidance, Counseling and Testing",635.0
Rochester,2019,"Guidance, Counseling and Testing",671.0
Rochester,2020,"Guidance, Counseling and Testing",732.0
Rochester,2021,"Guidance, Counseling and Testing",922.0
Rochester,2022,"Guidance, Counseling and Testing",837.0
Rochester,2023,"Guidance, Counseling and Testing",821.0
Rochester,2024,"Guidance, Counseling and Testing",909.0
Rochester,2009,Other,295.0
Rochester,2010,Other,504.0
Rochester,2011,Other,566.0
Rochester,2012,Other,300.0
Rochester,2013,Other,394.0
Rochester,2014,Other,242.0
Rochester,2015,Other,543.0
Rochester,2016,Other,609.0
Rochester,2017,Other,447.0
Rochester,2018,Other,476.0
Rochester,2019,Other,560.0
Rochester,2020,Other,399.0
Rochester,2021,Other,621.0
Rochester,2022,Other,1196.0
Rochester,2023,Other,1264.0
Rochester,2024,Other,734.0
Rockland,2009,Teachers,3842.0
Rockland,2010,Teachers,4093.0
Rockland,2011,Teachers,4192.0
Rockland,2012,Teachers,4356.0
Rockland,2013,Teachers,4466.0
Rockland,2014,Teachers,4565.0
Rockland,2015,Teachers,4511.0
Rockland,2016,Teachers,4832.0
Rockland,2017,Teachers,5060.0
Rockland,2018,Teachers,5434.0
Rockland,2019,Teachers,5552.0
Rockland,2020,Teachers,5554.0
Rockland,2021,Teachers,6571.0
Rockland,2022,Teachers,7336.0
Rockland,2023,Teachers,7606.0
Rockland,2024,Teachers,7638.0
Rockland,2009,"Insurance, Retirement and Other",2438.0
Rockland,2010,"Insurance, Retirement and Other",2685.0
Rockland,2011,"Insurance, Retirement and Other",2891.0
Rockland,2012,"Insurance, Retirement and Other",2997.0
Rockland,2013,"Insurance, Retirement and Other",2978.0
Rockland,2014,"Insurance, Retirement and Other",3057.0
Rockland,2015,"Insurance, Retirement and Other",3196.0
Rockland,2016,"Insurance, Retirement and Other",3115.0
Rockland,2017,"Insurance, Retirement and Other",3470.0
Rockland,2018,"Insurance, Retirement and Other",3896.0
Rockland,2019,"Insurance, Retirement and Other",3668.0
Rockland,2020,"Insurance, Retirement and Other",3836.0
Rockland,2021,"Insurance, Retirement and Other",4181.0
Rockland,2022,"Insurance, Retirement and Other",4471.0
Rockland,2023,"Insurance, Retirement and Other",4577.0
Rockland,2024,"Insurance, Retirement and Other",4704.0
Rockland,2009,Pupil Services,968.0
Rockland,2010,Pupil Services,1074.0
Rockland,2011,Pupil Services,1076.0
Rockland,2012,Pupil Services,1131.0
Rockland,2013,Pupil Services,1103.0
Rockland,2014,Pupil Services,1121.0
Rockland,2015,Pupil Services,1244.0
Rockland,2016,Pupil Services,1188.0
Rockland,2017,Pupil Services,1380.0
Rockland,2018,Pupil Services,1430.0
Rockland,2019,Pupil Services,1535.0
Rockland,2020,Pupil Services,1336.0
Rockland,2021,Pupil Services,1651.0
Rockland,2022,Pupil Services,1717.0
Rockland,2023,Pupil Services,1892.0
Rockland,2024,Pupil Services,1980.0
Rockland,2009,Other Teaching Services,607.0
Rockland,2010,Other Teaching Services,646.0
Rockland,2011,Other Teaching Services,758.0
Rockland,2012,Other Teaching Services,748.0
Rockland,2013,Other Teaching Services,1124.0
Rockland,2014,Other Teaching Services,1323.0
Rockland,2015,Other Teaching Services,833.0
Rockland,2016,Other Teaching Services,851.0
Rockland,2017,Other Teaching Services,924.0
Rockland,2018,Other Teaching Services,990.0
Rockland,2019,Other Teaching Services,1054.0
Rockland,2020,Other Teaching Services,1103.0
Rockland,2021,Other Teaching Services,1225.0
Rockland,2022,Other Teaching Services,1292.0
Rockland,2023,Other Teaching Services,1405.0
Rockland,2024,Other Teaching Services,1639.0
Rockland,2009,Operations and Maintenance,948.0
Rockland,2010,Operations and Maintenance,1064.0
Rockland,2011,Operations and Maintenance,1215.0
Rockland,2012,Operations and Maintenance,1013.0
Rockland,2013,Operations and Maintenance,1135.0
Rockland,2014,Operations and Maintenance,901.0
Rockland,2015,Operations and Maintenance,1145.0
Rockland,2016,Operations and Maintenance,1122.0
Rockland,2017,Operations and Maintenance,1227.0
Rockland,2018,Operations and Maintenance,1226.0
Rockland,2019,Operations and Maintenance,1402.0
Rockland,2020,Operations and Maintenance,884.0
Rockland,2021,Operations and Maintenance,1104.0
Rockland,2022,Operations and Maintenance,1341.0
Rockland,2023,Operations and Maintenance,1194.0
Rockland,2024,Operations and Maintenance,1480.0
Rockland,2009,Instructional Leadership,766.0
Rockland,2010,Instructional Leadership,679.0
Rockland,2011,Instructional Leadership,839.0
Rockland,2012,Instructional Leadership,881.0
Rockland,2013,Instructional Leadership,932.0
Rockland,2014,Instructional Leadership,1000.0
Rockland,2015,Instructional Leadership,993.0
Rockland,2016,Instructional Leadership,1065.0
Rockland,2017,Instructional Leadership,1178.0
Rockland,2018,Instructional Leadership,1238.0
Rockland,2019,Instructional Leadership,1243.0
Rockland,2020,Instructional Leadership,1362.0
Rockland,2021,Instructional Leadership,1440.0
Rockland,2022,Instructional Leadership,1568.0
Rockland,2023,Instructional Leadership,1575.0
Rockland,2024,Instructional Leadership,1745.0
Rockland,2009,Administration,319.0
Rockland,2010,Administration,431.0
Rockland,2011,Administration,464.0
Rockland,2012,Administration,469.0
Rockland,2013,Administration,487.0
Rockland,2014,Administration,413.0
Rockland,2015,Administration,413.0
Rockland,2016,Administration,429.0
Rockland,2017,Administration,532.0
Rockland,2018,Administration,521.0
Rockland,2019,Administration,538.0
Rockland,2020,Administration,537.0
Rockland,2021,Administration,583.0
Rockland,2022,Administration,755.0
Rockland,2023,Administration,688.0
Rockland,2024,Administration,678.0
Rockland,2009,"Guidance, Counseling and Testing",224.0
Rockland,2010,"Guidance, Counseling and Testing",263.0
Rockland,2011,"Guidance, Counseling and Testing",249.0
Rockland,2012,"Guidance, Counseling and Testing",320.0
Rockland,2013,"Guidance, Counseling and Testing",382.0
Rockland,2014,"Guidance, Counseling and Testing",427.0
Rockland,2015,"Guidance, Counseling and Testing",457.0
Rockland,2016,"Guidance, Counseling and Testing",441.0
Rockland,2017,"Guidance, Counseling and Testing",402.0
Rockland,2018,"Guidance, Counseling and Testing",449.0
Rockland,2019,"Guidance, Counseling and Testing",495.0
Rockland,2020,"Guidance, Counseling and Testing",481.0
Rockland,2021,"Guidance, Counseling and Testing",546.0
Rockland,2022,"Guidance, Counseling and Testing",577.0
Rockland,2023,"Guidance, Counseling and Testing",620.0
Rockland,2024,"Guidance, Counseling and Testing",733.0
Rockland,2009,Other,224.0
Rockland,2010,Other,554.0
Rockland,2011,Other,387.0
Rockland,2012,Other,329.0
Rockland,2013,Other,259.0
Rockland,2014,Other,246.0
Rockland,2015,Other,215.0
Rockland,2016,Other,293.0
Rockland,2017,Other,244.0
Rockland,2018,Other,384.0
Rockland,2019,Other,360.0
Rockland,2020,Other,559.0
Rockland,2021,Other,743.0
Rockland,2022,Other,709.0
Rockland,2023,Other,570.0
Rockland,2024,Other,561.0
Rockport,2009,Teachers,5166.0
Rockport,2010,Teachers,5553.0
Rockport,2011,Teachers,5970.0
Rockport,2012,Teachers,6328.0
Rockport,2013,Teachers,6432.0
Rockport,2014,Teachers,6278.0
Rockport,2015,Teachers,6375.0
Rockport,2016,Teachers,6786.0
Rockport,2017,Teachers,6951.0
Rockport,2018,Teachers,7393.0
Rockport,2019,Teachers,7571.0
Rockport,2020,Teachers,8389.0
Rockport,2021,Teachers,9597.0
Rockport,2022,Teachers,10211.0
Rockport,2023,Teachers,10588.0
Rockport,2024,Teachers,11337.0
Rockport,2009,"Insurance, Retirement and Other",2082.0
Rockport,2010,"Insurance, Retirement and Other",2322.0
Rockport,2011,"Insurance, Retirement and Other",2794.0
Rockport,2012,"Insurance, Retirement and Other",3175.0
Rockport,2013,"Insurance, Retirement and Other",3019.0
Rockport,2014,"Insurance, Retirement and Other",2980.0
Rockport,2015,"Insurance, Retirement and Other",3329.0
Rockport,2016,"Insurance, Retirement and Other",3464.0
Rockport,2017,"Insurance, Retirement and Other",3755.0
Rockport,2018,"Insurance, Retirement and Other",4222.0
Rockport,2019,"Insurance, Retirement and Other",4616.0
Rockport,2020,"Insurance, Retirement and Other",4567.0
Rockport,2021,"Insurance, Retirement and Other",5298.0
Rockport,2022,"Insurance, Retirement and Other",5322.0
Rockport,2023,"Insurance, Retirement and Other",5617.0
Rockport,2024,"Insurance, Retirement and Other",5730.0
Rockport,2009,Pupil Services,777.0
Rockport,2010,Pupil Services,815.0
Rockport,2011,Pupil Services,832.0
Rockport,2012,Pupil Services,868.0
Rockport,2013,Pupil Services,1039.0
Rockport,2014,Pupil Services,1028.0
Rockport,2015,Pupil Services,1122.0
Rockport,2016,Pupil Services,1110.0
Rockport,2017,Pupil Services,1179.0
Rockport,2018,Pupil Services,1274.0
Rockport,2019,Pupil Services,1352.0
Rockport,2020,Pupil Services,1260.0
Rockport,2021,Pupil Services,1442.0
Rockport,2022,Pupil Services,1680.0
Rockport,2023,Pupil Services,1863.0
Rockport,2024,Pupil Services,2356.0
Rockport,2009,Other Teaching Services,721.0
Rockport,2010,Other Teaching Services,879.0
Rockport,2011,Other Teaching Services,982.0
Rockport,2012,Other Teaching Services,1037.0
Rockport,2013,Other Teaching Services,1116.0
Rockport,2014,Other Teaching Services,1118.0
Rockport,2015,Other Teaching Services,1176.0
Rockport,2016,Other Teaching Services,1202.0
Rockport,2017,Other Teaching Services,1223.0
Rockport,2018,Other Teaching Services,1284.0
Rockport,2019,Other Teaching Services,1501.0
Rockport,2020,Other Teaching Services,1460.0
Rockport,2021,Other Teaching Services,1617.0
Rockport,2022,Other Teaching Services,2000.0
Rockport,2023,Other Teaching Services,1839.0
Rockport,2024,Other Teaching Services,2010.0
Rockport,2009,Operations and Maintenance,782.0
Rockport,2010,Operations and Maintenance,909.0
Rockport,2011,Operations and Maintenance,1020.0
Rockport,2012,Operations and Maintenance,958.0
Rockport,2013,Operations and Maintenance,1051.0
Rockport,2014,Operations and Maintenance,925.0
Rockport,2015,Operations and Maintenance,886.0
Rockport,2016,Operations and Maintenance,1291.0
Rockport,2017,Operations and Maintenance,1519.0
Rockport,2018,Operations and Maintenance,1512.0
Rockport,2019,Operations and Maintenance,1452.0
Rockport,2020,Operations and Maintenance,927.0
Rockport,2021,Operations and Maintenance,1500.0
Rockport,2022,Operations and Maintenance,1778.0
Rockport,2023,Operations and Maintenance,1978.0
Rockport,2024,Operations and Maintenance,2116.0
Rockport,2009,Instructional Leadership,751.0
Rockport,2010,Instructional Leadership,792.0
Rockport,2011,Instructional Leadership,982.0
Rockport,2012,Instructional Leadership,988.0
Rockport,2013,Instructional Leadership,985.0
Rockport,2014,Instructional Leadership,902.0
Rockport,2015,Instructional Leadership,1028.0
Rockport,2016,Instructional Leadership,1105.0
Rockport,2017,Instructional Leadership,1158.0
Rockport,2018,Instructional Leadership,1263.0
Rockport,2019,Instructional Leadership,1353.0
Rockport,2020,Instructional Leadership,1472.0
Rockport,2021,Instructional Leadership,1535.0
Rockport,2022,Instructional Leadership,1940.0
Rockport,2023,Instructional Leadership,1939.0
Rockport,2024,Instructional Leadership,2072.0
Rockport,2009,Administration,489.0
Rockport,2010,Administration,543.0
Rockport,2011,Administration,551.0
Rockport,2012,Administration,630.0
Rockport,2013,Administration,640.0
Rockport,2014,Administration,536.0
Rockport,2015,Administration,561.0
Rockport,2016,Administration,483.0
Rockport,2017,Administration,606.0
Rockport,2018,Administration,457.0
Rockport,2019,Administration,682.0
Rockport,2020,Administration,507.0
Rockport,2021,Administration,906.0
Rockport,2022,Administration,923.0
Rockport,2023,Administration,1020.0
Rockport,2024,Administration,1156.0
Rockport,2009,"Guidance, Counseling and Testing",348.0
Rockport,2010,"Guidance, Counseling and Testing",390.0
Rockport,2011,"Guidance, Counseling and Testing",451.0
Rockport,2012,"Guidance, Counseling and Testing",416.0
Rockport,2013,"Guidance, Counseling and Testing",470.0
Rockport,2014,"Guidance, Counseling and Testing",434.0
Rockport,2015,"Guidance, Counseling and Testing",402.0
Rockport,2016,"Guidance, Counseling and Testing",500.0
Rockport,2017,"Guidance, Counseling and Testing",556.0
Rockport,2018,"Guidance, Counseling and Testing",602.0
Rockport,2019,"Guidance, Counseling and Testing",414.0
Rockport,2020,"Guidance, Counseling and Testing",582.0
Rockport,2021,"Guidance, Counseling and Testing",569.0
Rockport,2022,"Guidance, Counseling and Testing",807.0
Rockport,2023,"Guidance, Counseling and Testing",955.0
Rockport,2024,"Guidance, Counseling and Testing",838.0
Rockport,2009,Other,321.0
Rockport,2010,Other,420.0
Rockport,2011,Other,457.0
Rockport,2012,Other,516.0
Rockport,2013,Other,509.0
Rockport,2014,Other,373.0
Rockport,2015,Other,440.0
Rockport,2016,Other,348.0
Rockport,2017,Other,468.0
Rockport,2018,Other,369.0
Rockport,2019,Other,420.0
Rockport,2020,Other,424.0
Rockport,2021,Other,443.0
Rockport,2022,Other,458.0
Rockport,2023,Other,566.0
Rockport,2024,Other,617.0
Rowe,2009,Teachers,6891.0
Rowe,2010,Teachers,7270.0
Rowe,2011,Teachers,7635.0
Rowe,2012,Teachers,7082.0
Rowe,2013,Teachers,8463.0
Rowe,2014,Teachers,8437.0
Rowe,2015,Teachers,7946.0
Rowe,2016,Teachers,10680.0
Rowe,2017,Teachers,10255.0
Rowe,2018,Teachers,7490.0
Rowe,2019,Teachers,9379.0
Rowe,2020,Teachers,7968.0
Rowe,2021,Teachers,6538.0
Rowe,2022,Teachers,8904.0
Rowe,2023,Teachers,8719.0
Rowe,2024,Teachers,11161.0
Rowe,2009,"Insurance, Retirement and Other",4774.0
Rowe,2010,"Insurance, Retirement and Other",5239.0
Rowe,2011,"Insurance, Retirement and Other",5687.0
Rowe,2012,"Insurance, Retirement and Other",5216.0
Rowe,2013,"Insurance, Retirement and Other",6490.0
Rowe,2014,"Insurance, Retirement and Other",6272.0
Rowe,2015,"Insurance, Retirement and Other",4167.0
Rowe,2016,"Insurance, Retirement and Other",5142.0
Rowe,2017,"Insurance, Retirement and Other",4667.0
Rowe,2018,"Insurance, Retirement and Other",7915.0
Rowe,2019,"Insurance, Retirement and Other",8320.0
Rowe,2020,"Insurance, Retirement and Other",6425.0
Rowe,2021,"Insurance, Retirement and Other",8146.0
Rowe,2022,"Insurance, Retirement and Other",6808.0
Rowe,2023,"Insurance, Retirement and Other",6588.0
Rowe,2024,"Insurance, Retirement and Other",7749.0
Rowe,2009,Pupil Services,2656.0
Rowe,2010,Pupil Services,3296.0
Rowe,2011,Pupil Services,2907.0
Rowe,2012,Pupil Services,2205.0
Rowe,2013,Pupil Services,3450.0
Rowe,2014,Pupil Services,3976.0
Rowe,2015,Pupil Services,2591.0
Rowe,2016,Pupil Services,3034.0
Rowe,2017,Pupil Services,3016.0
Rowe,2018,Pupil Services,2947.0
Rowe,2019,Pupil Services,2636.0
Rowe,2020,Pupil Services,2292.0
Rowe,2021,Pupil Services,2249.0
Rowe,2022,Pupil Services,1796.0
Rowe,2023,Pupil Services,2435.0
Rowe,2024,Pupil Services,2430.0
Rowe,2009,Other Teaching Services,1406.0
Rowe,2010,Other Teaching Services,1633.0
Rowe,2011,Other Teaching Services,1529.0
Rowe,2012,Other Teaching Services,1716.0
Rowe,2013,Other Teaching Services,2089.0
Rowe,2014,Other Teaching Services,1611.0
Rowe,2015,Other Teaching Services,1784.0
Rowe,2016,Other Teaching Services,2161.0
Rowe,2017,Other Teaching Services,1682.0
Rowe,2018,Other Teaching Services,2043.0
Rowe,2019,Other Teaching Services,2551.0
Rowe,2020,Other Teaching Services,2879.0
Rowe,2021,Other Teaching Services,3695.0
Rowe,2022,Other Teaching Services,4742.0
Rowe,2023,Other Teaching Services,3682.0
Rowe,2024,Other Teaching Services,3971.0
Rowe,2009,Operations and Maintenance,2061.0
Rowe,2010,Operations and Maintenance,1476.0
Rowe,2011,Operations and Maintenance,1718.0
Rowe,2012,Operations and Maintenance,1424.0
Rowe,2013,Operations and Maintenance,862.0
Rowe,2014,Operations and Maintenance,683.0
Rowe,2015,Operations and Maintenance,1319.0
Rowe,2016,Operations and Maintenance,2320.0
Rowe,2017,Operations and Maintenance,2031.0
Rowe,2018,Operations and Maintenance,1687.0
Rowe,2019,Operations and Maintenance,2020.0
Rowe,2020,Operations and Maintenance,2114.0
Rowe,2021,Operations and Maintenance,2391.0
Rowe,2022,Operations and Maintenance,2432.0
Rowe,2023,Operations and Maintenance,2142.0
Rowe,2024,Operations and Maintenance,2108.0
Rowe,2009,Instructional Leadership,1983.0
Rowe,2010,Instructional Leadership,1774.0
Rowe,2011,Instructional Leadership,2011.0
Rowe,2012,Instructional Leadership,1947.0
Rowe,2013,Instructional Leadership,2392.0
Rowe,2014,Instructional Leadership,2506.0
Rowe,2015,Instructional Leadership,2288.0
Rowe,2016,Instructional Leadership,3027.0
Rowe,2017,Instructional Leadership,2458.0
Rowe,2018,Instructional Leadership,2327.0
Rowe,2019,Instructional Leadership,2304.0
Rowe,2020,Instructional Leadership,2234.0
Rowe,2021,Instructional Leadership,2687.0
Rowe,2022,Instructional Leadership,2480.0
Rowe,2023,Instructional Leadership,3015.0
Rowe,2024,Instructional Leadership,3203.0
Rowe,2009,Administration,1790.0
Rowe,2010,Administration,1881.0
Rowe,2011,Administration,2121.0
Rowe,2012,Administration,3029.0
Rowe,2013,Administration,2186.0
Rowe,2014,Administration,2161.0
Rowe,2015,Administration,1237.0
Rowe,2016,Administration,1544.0
Rowe,2017,Administration,1454.0
Rowe,2018,Administration,1253.0
Rowe,2019,Administration,903.0
Rowe,2020,Administration,1019.0
Rowe,2021,Administration,1599.0
Rowe,2022,Administration,1401.0
Rowe,2023,Administration,1419.0
Rowe,2024,Administration,2224.0
Rowe,2009,"Guidance, Counseling and Testing",198.0
Rowe,2010,"Guidance, Counseling and Testing",212.0
Rowe,2011,"Guidance, Counseling and Testing",207.0
Rowe,2012,"Guidance, Counseling and Testing",197.0
Rowe,2013,"Guidance, Counseling and Testing",219.0
Rowe,2014,"Guidance, Counseling and Testing",207.0
Rowe,2015,"Guidance, Counseling and Testing",254.0
Rowe,2016,"Guidance, Counseling and Testing",264.0
Rowe,2017,"Guidance, Counseling and Testing",217.0
Rowe,2018,"Guidance, Counseling and Testing",244.0
Rowe,2019,"Guidance, Counseling and Testing",413.0
Rowe,2020,"Guidance, Counseling and Testing",351.0
Rowe,2021,"Guidance, Counseling and Testing",376.0
Rowe,2022,"Guidance, Counseling and Testing",455.0
Rowe,2023,"Guidance, Counseling and Testing",235.0
Rowe,2024,"Guidance, Counseling and Testing",229.0
Rowe,2009,Other,857.0
Rowe,2010,Other,838.0
Rowe,2011,Other,1221.0
Rowe,2012,Other,1068.0
Rowe,2013,Other,885.0
Rowe,2014,Other,479.0
Rowe,2015,Other,847.0
Rowe,2016,Other,939.0
Rowe,2017,Other,1058.0
Rowe,2018,Other,700.0
Rowe,2019,Other,1221.0
